,0,1,2,3,4,5
130,2020年8月12日,神领她到他跟前,https://www.youtube.com/watch?v=7EKH9PCLjcw,创世记 2:18-25,https://www.biblegateway.com/passage/?search=Genesis2:18-25&version=CUVS;NKJV,Mike Whittle 牧师
131,2020年8月9日,各样的酵,https://www.youtube.com/watch?v=sF9A0F0j134,马太福音 16:5-12,https://www.biblegateway.com/passage/?search=Matthew16:5-12&version=CUVS;NKJV,Mike Whittle 牧师
132,2020年8月5日,地上的天堂,https://www.youtube.com/watch?v=-wzz3kIZtE8,创世记 2:8-18,https://www.biblegateway.com/passage/?search=Genesis2:8-18&version=CUVS;NKJV,Mike Whittle 牧师
133,2020年8月2日,我爱主耶稣,https://www.youtube.com/watch?v=h4vYXKeD0ro,马太福音 27,https://www.biblegateway.com/passage/?search=Matthew27&version=CUVS;NKJV,Mike Whittle 牧师
134,2020年7月29日,神按自己的形象造人,https://www.youtube.com/watch?v=Kqiotjt23t0,创世记 1:27-2:1,https://www.biblegateway.com/passage/?search=Genesis1:27-2:1&version=CUVS;NKJV,Mike Whittle 牧师
135,2020年7月26日,内与外，神与人，净与污,https://www.youtube.com/watch?v=yHeSDw07L8c,马可福音 7:1-23,https://www.biblegateway.com/passage/?search=Mark7:1-23&version=CUVS;NKJV,Mike Whittle 牧师
136,2020年7月22日,神的纪录片,https://www.youtube.com/watch?v=4H-Bk1m0k5U,创世记 1:20-23,https://www.biblegateway.com/passage/?search=Genesis1:20-23&version=CUVS;NKJV,Mike Whittle 牧师
137,2020年7月19日,我们要透过神迹看什么,https://www.youtube.com/watch?v=BhFLQIQ-TA8,马可福音 6:30-44,https://www.biblegateway.com/passage/?search=Mark6:30-44&version=CUVS;NKJV,Mike Whittle 牧师
138,2020年7月15日,如果天堂的背面都那么美,https://www.youtube.com/watch?v=hUqGI9ExraM,创世记 1:14-19,https://www.biblegateway.com/passage/?search=Genesis1:14-19&version=CUVS;NKJV,Mike Whittle 牧师
139,2020年7月12日,恶人的教训,https://www.youtube.com/watch?v=zcf1jIfkXMY,马可福音 6:14-29,https://www.biblegateway.com/passage/?search=Mark6:14-29&version=CUVS;NKJV,Mike Whittle 牧师
140,2020年7月8日,神从混沌中造出次序,https://www.youtube.com/watch?v=IuLMXUMxluQ,创世记 1:1-13,https://www.biblegateway.com/passage/?search=Genesis1:1-13&version=CUVS;NKJV,Mike Whittle 牧师
141,2020年7月5日,未见的美丽,https://www.youtube.com/watch?v=n9Fk--zGTZs,马可福音 6:1-6,https://www.biblegateway.com/passage/?search=Mark6:1-6&version=CUVS;NKJV,Mike Whittle 牧师
142,2020年7月1日,谁造了我,https://www.youtube.com/watch?v=iotoMA35t_c,创世记 1:1-3,https://www.biblegateway.com/passage/?search=Genesis1:1-3&version=CUVS;NKJV,Mike Whittle 牧师
143,2020年6月28日,驱魔人,https://www.youtube.com/watch?v=m9rQkADD_WM,马可福音 5:1-20,https://www.biblegateway.com/passage/?search=Mark5:1-20&version=CUVS;NKJV,Mike Whittle 牧师
144,2020年6月24日,生命拼图中缺失的那块,https://www.youtube.com/watch?v=iU7xqBknaPI,传道书 9:1-16,https://www.biblegateway.com/passage/?search=Ecclesiastes9:1-16&version=CUVS;NKJV,Mike Whittle 牧师
145,2020年6月21日,父亲的忠告,https://www.youtube.com/watch?v=Ik2JcdIM668,箴言 4:1-4,https://www.biblegateway.com/passage/?search=Proverbs4:1-4&version=CUVS;NKJV,Mike Whittle 牧师
146,2020年6月17日,赞美三一真神,https://www.youtube.com/watch?v=fCjT5YjQIrA,马太福音 28:19-20,https://www.biblegateway.com/passage/?search=Matthew28:19-20&version=CUVS;NKJV,Mike Whittle 牧师
147,2020年6月14日,完美风暴中的完美救主,https://www.youtube.com/watch?v=d-iYtDRGHiA,马可福音 4:35-41,https://www.biblegateway.com/passage/?search=mark4:35-41&version=CUVS;NKJV,Mike Whittle 牧师
148,2020年6月10日,神就是爱,https://www.youtube.com/watch?v=pJMRguiZ81g,约翰一书 4:8,https://www.biblegateway.com/passage/?search=1john4:8&version=CUVS;NKJV,Mike Whittle 牧师
149,2020年6月7日,百夫长,https://www.youtube.com/watch?v=DS_3y-SfqL0,马可福音 15:33-39,https://www.biblegateway.com/passage/?search=Mark15:33-39&version=CUVS;NKJV,Mike Whittle 牧师
150,2020年6月3日,在神没有难成的事,https://www.youtube.com/watch?v=CeOAsg4bLzs,耶利米书 32:17,https://www.biblegateway.com/passage/?search=Jeremiah32:17&version=CUVS;NKJV,Mike Whittle 牧师
151,2020年5月31日,芥菜种和神国的比喻,https://www.youtube.com/watch?v=WBIZeP1KKWc,马可福音 4:30-34,https://www.biblegateway.com/passage/?search=mark4:30-34&version=CUVS;NKJV,Mike Whittle 牧师
152,2020年5月27日,我的山寨,https://www.youtube.com/watch?v=JTccq2s-j2E,诗篇 139,https://www.biblegateway.com/passage/?search=Psalm139&version=CUVS;NKJV,Mike Whittle 牧师
153,2020年5月24日,不是召义人乃是召罪人,https://www.youtube.com/watch?v=3bCuLRc0ip0,马可福音 2:13-17,https://www.biblegateway.com/passage/?search=mark2:13-17&version=CUVS;NKJV,Mike Whittle 牧师
154,2020年5月20日,智慧的开端,https://www.youtube.com/watch?v=7WSBxF9x87A,箴言 9:10,https://www.biblegateway.com/passage/?search=Proverbs9:10&version=CUVS;NKJV,Mike Whittle 牧师
155,2020年5月17日,智慧生活的优势,https://www.youtube.com/watch?v=W59bPhN1KDk,传道书 8,https://www.biblegateway.com/passage/?search=Ecclesiastes8&version=CUVS;NKJV,Mike Whittle 牧师
156,2020年5月13日,一个农夫出去撒种,https://www.youtube.com/watch?v=QQFMXOHjFYM,马可福音 4:4-9,https://www.biblegateway.com/passage/?search=Mark4:4-9&version=CUVS;NKJV,Mike Whittle 牧师
157,2020年5月10日,触摸,https://www.youtube.com/watch?v=gGDuex1tA4A,马可福音 5:25-34,https://www.biblegateway.com/passage/?search=Mark5:25-34&version=CUVS;NKJV,Mike Whittle 牧师
158,2020年5月6日,求主教导我们祷告,https://www.youtube.com/watch?v=c1MlmrZt9AE,路加福音 11:1-4,https://www.biblegateway.com/passage/?search=Luke11:1-4&version=CUVS;NKJV,Mike Whittle 牧师
159,2020年5月3日,主与我同在,https://www.youtube.com/watch?v=uWiRbhFs7ig,诗篇 23:4,https://www.biblegateway.com/passage/?search=Psalm23:4&version=CUVS;NKJV,Mike Whittle 牧师
160,2020年4月29日,真有来世吗,https://www.youtube.com/watch?v=d7UN7QZxES4,约翰福音 14:1-3,https://www.biblegateway.com/passage/?search=john14:1-3&version=CUVS;NKJV,Mike Whittle 牧师
161,2020年4月26日,你的罪赦了,https://www.youtube.com/watch?v=85jWtNuhetE,马可福音 2:1-12,https://www.biblegateway.com/passage/?search=mark2:1-12&version=CUVS;NKJV,Mike Whittle 牧师
162,2020年4月22日,主耶稣的面容,https://www.youtube.com/watch?v=kFOAYBunbIA,"马太福音17:1-2,26:39；以赛亚书50:6-7；启示录22:4","https://www.biblegateway.com/passage/?search=Matthew17:1-2,26:39,Isaiah50:6-7,Revelation22:4&version=CUVS,NKJV",Mike Whittle 牧师
163,2020年4月19日,我的小女孩要死了,https://www.youtube.com/watch?v=Rr12oejn5wA,马可福音 5:21-43,https://www.biblegateway.com/passage/?search=mark5:21-43&version=CUVS;NKJV,Mike Whittle 牧师
164,2020年4月15日,患难时的庇护所,https://www.youtube.com/watch?v=Mej9Iz_NjUg,诗篇 27,https://www.biblegateway.com/passage/?search=Psalm27&version=CUVS;NKJV,Mike Whittle 牧师
165,2020年4月12日,最后的仇敌,https://www.youtube.com/watch?v=Vqho4cdDTpI,哥林多前书 15:20-26,https://www.biblegateway.com/passage/?search=1Corinthians15:20-26&version=CUVS;NKJV,Mike Whittle 牧师
166,2020年4月10日,有一地名叫各各他,https://www.youtube.com/watch?v=gX14P3HNmjA,路加福音 23,https://www.biblegateway.com/passage/?search=Luke23&version=CUVS;NKJV,Mike Whittle 牧师
167,2020年4月5日,义的代替不义的,https://www.youtube.com/watch?v=3LKxwPNrKYc,彼得前书 3:18,https://www.biblegateway.com/passage/?search=1Peter3:18&version=CUVS;NKJV,Mike Whittle 牧师
168,2020年4月1日,救了世界的眼泪,https://www.youtube.com/watch?v=vWQm9Rvyko0,出埃及记 2:1-10,https://www.biblegateway.com/passage/?search=出埃及记2:1-10&version=CUVS;NKJV,Mike Whittle 牧师
169,2020年3月29日,两个奇妙的同伴,,诗篇 23:6,https://www.biblegateway.com/passage/?search=诗篇23:6&version=CUVS;NKJV,Mike Whittle 牧师
170,2020年3月25日,智慧人生,,传道书 7:20-26,https://www.biblegateway.com/passage/?search=Ecclesiastes7:20-26&version=CUVS;NKJV,Mike Whittle 牧师
171,2020年3月22日,真实的信心,https://www.youtube.com/watch?v=4-TSu3QAuwc,彼得前书 1,https://www.biblegateway.com/passage/?search=1Peter1&version=CUVS;NKJV,Mike Whittle 牧师
172,2020年3月15日,站立得稳,https://www.youtube.com/watch?v=G9lGDR6JuwQ,出埃及记 14:13,https://www.biblegateway.com/passage/?search=出埃及记14:13&version=CUVS;NKJV,Mike Whittle 牧师
173,2015年2月8日,忧愁变为了喜乐,https://www.youtube.com/watch?v=e7OErcX7tC8,约翰福音 16:17-33,https://www.biblegateway.com/passage/?search=john16:17-33&version=CUVS;NKJV,Mike Whittle 牧师
174,2015年2月1日,圣灵的工作,https://www.youtube.com/watch?v=Me-873tcAWU,约翰福音 16:5-16,https://www.biblegateway.com/passage/?search=john16:5-16&version=CUVS;NKJV,Mike Whittle 牧师
175,2015年1月25日,行善艰难,https://www.youtube.com/watch?v=ZZV2KW5Yb5M,罗马书 7:14-25,https://www.biblegateway.com/passage/?search=romans7:14-25&version=CUVS;NKJV,Mike Whittle 牧师
176,2015年1月18日,如何不跌倒,https://www.youtube.com/watch?v=9TJS6euqukg,"约翰福音 15:18, 16:1-4","https://www.biblegateway.com/passage/?search=john15:18,16:1-4&version=CUVS;NKJV",Mike Whittle 牧师
177,2015年1月11日,人生的目的,https://www.youtube.com/watch?v=cAiMwACF_2Q,传道书 12,https://www.biblegateway.com/passage/?search=Ecclesiastes12&version=CUVS;NKJV,Mike Whittle 牧师
178,2015年1月4日,如羊走迷,https://www.youtube.com/watch?v=-IzUXsEx5VY,以赛亚书 53:6,https://www.biblegateway.com/passage/?search=Isaiah53:6&version=CUVS;NKJV,Mike Whittle 牧师
179,2014年5月18日,丰盛的基督徒,https://www.youtube.com/watch?v=c7XH1HUXnYs,腓立比书 1:9-11,https://www.biblegateway.com/passage/?search=腓立比书1:9-11&version=CUVS;NKJV,Mike Whittle 牧师
180,2014年5月11日,有宝贝在瓦器里,https://www.youtube.com/watch?v=Vtb4QLcJj4w,哥林多后书 4:7-9,https://www.biblegateway.com/passage/?search=2Corinthians4:7-9&version=CUVS;NKJV,何勇传道
181,2014年4月27日,,,诗篇 27:5,https://www.biblegateway.com/passage/?search=诗篇27:5&version=CUVS;NKJV,Mike Whittle 牧师
182,2014年3月16日,从神生的必不犯罪,https://www.youtube.com/watch?v=wWOrcyPjs6s,约翰一书 5:18-19,https://www.biblegateway.com/passage/?search=1john5:18-19&version=CUVS;NKJV,Mike Whittle 牧师
183,2014年3月9日,,,箴言 4,https://www.biblegateway.com/passage/?search=Proverbs4&version=CUVS;NKJV,Mike Whittle 牧师
184,2014年2月23日,照神的旨意求,https://www.youtube.com/watch?v=nu8Sam1KcRQ,约翰一书 5:14-15,https://www.biblegateway.com/passage/?search=1john5:14-15&version=CUVS;NKJV,Mike Whittle 牧师
185,2014年2月16日,永生,https://www.youtube.com/watch?v=mpywjYZrV38,约翰一书 5:6-13,https://www.biblegateway.com/passage/?search=1john5:6-13&version=CUVS;NKJV,Mike Whittle 牧师
186,2014年2月9日,胜过世界,https://www.youtube.com/watch?v=MRAhbUEWOOk,约翰一书 5:1-5,https://www.biblegateway.com/passage/?search=1john5:1-5&version=CUVS;NKJV,Mike Whittle 牧师
187,2014年2月2日,马与圣经,https://www.youtube.com/watch?v=JLPCGxcdEn0,启示录 19:11-16,https://www.biblegateway.com/passage/?search=启示录19:11-16&version=CUVS;NKJV,Mike Whittle 牧师
188,2014年1月26日,神的爱和我们的爱,https://www.youtube.com/watch?v=9-W00x17dPg,约翰一书 4:7-21,https://www.biblegateway.com/passage/?search=1john4:7-21&version=CUVS;NKJV,Mike Whittle 牧师
189,2014年1月19日,试验诸灵,https://www.youtube.com/watch?v=STr5TFH1RXs,约翰一书 4:1-6,https://www.biblegateway.com/passage/?search=1john4:1-6&version=CUVS;NKJV,Mike Whittle 牧师
190,2014年1月12日,主的再来,https://www.youtube.com/watch?v=zCBEVPZ5Q-0,启示录 22:18-21,https://www.biblegateway.com/passage/?search=Revelation22:18-21&version=CUVS;NKJV,Mike Whittle 牧师
191,2014年1月5日,多伦多冰暴,https://www.youtube.com/watch?v=4gk7q6jJcHw,路加福音 13:1-9,https://www.biblegateway.com/passage/?search=路加福音13:1-9&version=CUVS;NKJV,Mike Whittle 牧师
192,2013年12月15日,以马内利,https://www.youtube.com/watch?v=NlwQIViDI0s,马太福音 1:18-25,https://www.biblegateway.com/passage/?search=Matthew1:18-25&version=CUVS;NKJV,杨鹤皋牧师
193,2013年12月1日,不要被引入歧途,https://www.youtube.com/watch?v=vXxlFp62b_E,约翰一书 3:7-10,https://www.biblegateway.com/passage/?search=1john3:7-10&version=CUVS;NKJV,Mike Whittle 牧师
194,2013年11月24日,保罗多结果子的生命,https://www.youtube.com/watch?v=R5ZWELPX-v8,提摩太后书 4:6-8,https://www.biblegateway.com/passage/?search=提摩太后书4:6-8&version=CUVS;NKJV,Mike Whittle 牧师
195,2013年11月17日,从雅各到以色列,https://www.youtube.com/watch?v=diZHjtnJ1rE,创世记 32:24-28,https://www.biblegateway.com/passage/?search=Genesis32:24-28&version=CUVS;NKJV,Daniel 王弟兄
196,2013年11月10日,基督为何显现,https://www.youtube.com/watch?v=p9LKRhqWaFU,约翰一书 3:4-6,https://www.biblegateway.com/passage/?search=1john3:4-6&version=CUVS;NKJV,Mike Whittle 牧师
197,2013年11月3日,何等慈爱,https://www.youtube.com/watch?v=8wBurwTaa_g,约翰一书 3:1-3,https://www.biblegateway.com/passage/?search=1john3:1-3&version=CUVS;NKJV,Mike Whittle 牧师
198,2013年10月27日,立志宣教的教会,https://www.youtube.com/watch?v=6xB17zPiYGU,使徒行传 8:26-40,https://www.biblegateway.com/passage/?search=使徒行传8:26-40&version=CUVS;NKJV,Mike Whittle 牧师
199,2013年10月20日,活在基督里,https://www.youtube.com/watch?v=dBMnpdtJdmU,约翰一书 2:20-29,https://www.biblegateway.com/passage/?search=1john2:20-29&version=CUVS;NKJV,Mike Whittle 牧师
200,2013年10月13日,神的荣耀本性,https://www.youtube.com/watch?v=LNj86xN4RKY,,,Mike Whittle 牧师
201,2013年10月6日,各样的敌基督,https://www.youtube.com/watch?v=wFlq6cmEvus,约翰一书 2:18-19,https://www.biblegateway.com/passage/?search=1john2:18-19&version=CUVS;NKJV,Mike Whittle 牧师
202,2013年9月29日,不要贪爱世界,https://www.youtube.com/watch?v=3daAQNjO5Po,约翰一书 2:15-17,https://www.biblegateway.com/passage/?search=1john2:15-17&version=CUVS;NKJV,Mike Whittle 牧师
203,2013年9月22日,基督徒的四个美妙经验,https://www.youtube.com/watch?v=_41w0g7zL7o,约翰一书 2:12-14,https://www.biblegateway.com/passage/?search=1john2:12-14&version=CUVS;NKJV,Mike Whittle 牧师
204,2013年9月8日,照主所行的去行,https://www.youtube.com/watch?v=HD2YD7k_fpc,约翰一书 2:3-11,https://www.biblegateway.com/passage/?search=1john2:3-11&version=CUVS;NKJV,Mike Whittle 牧师
205,2013年9月1日,我们的中保,https://www.youtube.com/watch?v=y-smpEFbGZ8,约翰一书 2:1-2,https://www.biblegateway.com/passage/?search=1john2:1-2&version=CUVS;NKJV,Mike Whittle 牧师
206,2013年8月25日,福音教会,https://www.youtube.com/watch?v=2ireGZohvn4,罗马书 1:16-17,https://www.biblegateway.com/passage/?search=罗马书1:16-17&version=CUVS;NKJV,Mike Whittle 牧师
207,2013年8月18日,自欺,https://www.youtube.com/watch?v=vXMSzCIvvys,约翰一书 1:8-10,https://www.biblegateway.com/passage/?search=1john1:8-10&version=CUVS;NKJV,Mike Whittle 牧师
208,2013年8月11日,行在光里,https://www.youtube.com/watch?v=JjZsbl3bHOc,约翰一书 1:5-7,https://www.biblegateway.com/passage/?search=1john1:5-7&version=CUVS;NKJV,Mike Whittle 牧师
209,2013年8月4日,使你们的喜乐充足,https://www.youtube.com/watch?v=ByVzbZcN_qk,约翰一书 1:1-4,https://www.biblegateway.com/passage/?search=1john1:1-4&version=CUVS;NKJV,Mike Whittle 牧师
210,2013年7月28日,应对代沟,https://www.youtube.com/watch?v=mJVeyxDqcBI,雅各书 1:19-20,https://www.biblegateway.com/passage/?search=雅各书1:19-20&version=CUVS;NKJV,刘师母
211,2013年7月28日,布道会,https://www.youtube.com/watch?v=_Mtw4OyNbpo,路加福音 12:16-20,https://www.biblegateway.com/passage/?search=luke12:16-20&version=CUVS;NKJV,刘志雄长老
212,2013年7月27日,神圣家庭（3/4）,https://www.youtube.com/watch?v=fyu7_cp7-N8,,,刘师母
213,2013年7月27日,神圣家庭（4/4）,https://www.youtube.com/watch?v=kYmnHpPoZI8,,,刘志雄长老
214,2013年7月27日,神圣家庭（2/4）,https://www.youtube.com/watch?v=qxI0Unan3LQ,,,刘志雄长老
215,2013年7月26日,神圣家庭（1/4）,https://www.youtube.com/watch?v=5g-k1F5hnU0,帖撒罗尼迦前书 4:3,https://www.biblegateway.com/passage/?search=帖撒罗尼迦前书4:3&version=CUVS;NKJV,刘志雄长老
216,2013年6月23日,最美好的事,https://www.youtube.com/watch?v=PktccqFpE5c,诗篇 119:11,https://www.biblegateway.com/passage/?search=诗篇119:11&version=CUVS;NKJV,Mike Whittle 牧师
217,2013年5月19日,人子,https://www.youtube.com/watch?v=1uLjjwWLfPo,但以理书 7:13-14,https://www.biblegateway.com/passage/?search=但以理书7:13-14&version=CUVS;NKJV,Mike Whittle 牧师
218,2013年5月12日,好母亲的品性,https://www.youtube.com/watch?v=ZabnoQl0R7U,列王纪上 3:16-27,https://www.biblegateway.com/passage/?search=1King3:16-27&version=CUVS;NKJV,Mike Whittle 牧师
219,2013年3月31日,基督复活的证据,https://www.youtube.com/watch?v=qomuK33o78E,,,Mike Whittle 牧师
220,2013年3月24日,荆棘之冠,https://www.youtube.com/watch?v=XOt4zhsK1cw,马太福音 27,https://www.biblegateway.com/passage/?search=Matthew27&version=CUVS;NKJV,Mike Whittle 牧师
221,2013年3月17日,三位一体,https://www.youtube.com/watch?v=H1jgLsvEtnI,马太福音 28,https://www.biblegateway.com/passage/?search=Matthew28&version=CUVS;NKJV,Mike Whittle 牧师
222,2013年3月10日,骄者必败,https://www.youtube.com/watch?v=rlt9yQPFY7o,但以理书 4,https://www.biblegateway.com/passage/?search=但以理书4&version=CUVS;NKJV,Mike Whittle 牧师
223,2013年3月3日,耶稣仅是一个好人吗,https://www.youtube.com/watch?v=q_Uo8hgJczc,约翰福音 1,https://www.biblegateway.com/passage/?search=john1&version=CUVS;NKJV,Mike Whittle 牧师
224,2013年2月17日,帝国兴衰,https://www.youtube.com/watch?v=Ju4uXcq21wQ,但以理书 2:31-47,https://www.biblegateway.com/passage/?search=但以理书2:31-47&version=CUVS;NKJV,Mike Whittle 牧师
225,2013年2月3日,天国之路有几条,https://www.youtube.com/watch?v=Y7RmJIfRWIQ,约翰福音 14:6,https://www.biblegateway.com/passage/?search=john14:6&version=CUVS;NKJV,Mike Whittle 牧师
226,2013年1月27日,分辨先知的真假,https://www.youtube.com/watch?v=LR5bsARxRcI,但以理书 2:1-30,https://www.biblegateway.com/passage/?search=但以理书2:1-30&version=CUVS;NKJV,Mike Whittle 牧师
227,2013年1月20日,神是怎样的,https://www.youtube.com/watch?v=qIeABTtJcM8,,,Mike Whittle 牧师
228,2012年7月22日,,,,,Mike Whittle 牧师
